Category,Asset Name,Asset Type,Unity Path,Source Package / Folder,Likely Usage,Used In Scene,Scene Path,Notes
"Props","SM_Prop_TrashPile_09","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashPile_09.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_TrashPile_10","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashPile_10.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_TrashPile_11","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashPile_11.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_TrashPile_12","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashPile_12.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_TrashPile_Wall_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashPile_Wall_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_TrashPile_Wall_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashPile_Wall_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Props","SM_Prop_TrashSkip_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_TrashSkip_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Umbrella_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Umbrella_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Umbrella_Closed_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Umbrella_Closed_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_VendingMachine_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_VendingMachine_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Vents_Corner_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Vents_Corner_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Vents_End_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Vents_End_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Vents_Exhaust_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Vents_Exhaust_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Vents_Straight_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Vents_Straight_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Vents_Straight_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Vents_Straight_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Vice_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Vice_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Brick_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Brick_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Brick_Collasped_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Brick_Collasped_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Brick_Pile_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Brick_Pile_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Brick_Pillar_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Brick_Pillar_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_03.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_03_Tarp","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_03_Tarp.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_04","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_04.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_05","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_05.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_06","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_06.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_07","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_07.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_08","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_08.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_09","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_09.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_Car_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_Car_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_Container_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_Container_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Junk_Container_Entrance_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Junk_Container_Entrance_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_BarbedWire_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_BarbedWire_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_BarbedWire_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_BarbedWire_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Base_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Base_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Base_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Base_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Bottom_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Bottom_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Bottom_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Bottom_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Column_Short_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Column_Short_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Column_Short_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Column_Short_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Column_Short_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Column_Short_03.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Column_Tall_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Column_Tall_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Column_Tall_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Column_Tall_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Destroyed_Base_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Destroyed_Base_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Destroyed_Bottom_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Destroyed_Bottom_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Destroyed_Bottom_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Destroyed_Bottom_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Destroyed_Top_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Destroyed_Top_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Destroyed_Top_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Destroyed_Top_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Door_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Door_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Gate_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Gate_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Top_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Top_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Quarantine_Top_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Quarantine_Top_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_Damaged_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_Damaged_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_Damaged_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_Damaged_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_Damaged_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_Damaged_03.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_Pillar_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_Pillar_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_Preset_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_Preset_01.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Wall / Floor","SM_Prop_Wall_Wire_Preset_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wall_Wire_Preset_02.fbx","PolygonApocalypse","Architecture wall module","No","","Third-party imported asset"
"Props","SM_Prop_WashingLine_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WashingLine_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_WashingLine_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WashingLine_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_WashingLine_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WashingLine_03.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_WashingMachine_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WashingMachine_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_WaterCooler_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WaterCooler_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wheelbarrow_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wheelbarrow_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wheelbarrow_Damaged_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wheelbarrow_Damaged_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Furniture","SM_Prop_WheelChair_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WheelChair_01.fbx","PolygonApocalypse","Furniture / blocking prop","No","","Third-party imported asset"
"Door / Architecture","SM_Prop_Window_Blinds_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Window_Blinds_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Door / Architecture","SM_Prop_Window_Curtain_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Window_Curtain_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Door / Architecture","SM_Prop_Window_Curtain_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Window_Curtain_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wire_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wire_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wire_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wire_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wire_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wire_03.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wire_04","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wire_04.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wood_Pole_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wood_Pole_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Wood_Pole_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Wood_Pole_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_WoodSheet_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WoodSheet_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Props","SM_Prop_Workbench_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_Workbench_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Furniture","SM_Prop_WorkShelf_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Prop_WorkShelf_01.fbx","PolygonApocalypse","Furniture / blocking prop","No","","Third-party imported asset"
"Unknown","SM_Veh_Ambulance_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Ambulance_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Army_Truck_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Army_Truck_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Aerial_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Aerial_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Aerial_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Aerial_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_03.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_04","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_04.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_05","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_05.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_06","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_06.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_07","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_07.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_08","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_08.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_09","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_09.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_10","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_10.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_11","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_11.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_12","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_12.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Bumper_13","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Bumper_13.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_03.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_04","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_04.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_05","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_05.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_06","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_06.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_07","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_07.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_08","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_08.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_09","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_09.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_10","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_10.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_11","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_11.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_12","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_12.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_13","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_13.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_14","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_14.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_15","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_15.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Frameing_16","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Frameing_16.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Gas_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Gas_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Intake_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Intake_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Intake_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Intake_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Intake_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Intake_03.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Lighting","SM_Veh_Attach_Lights_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Lights_01.fbx","PolygonApocalypse","Lighting prop","No","","Third-party imported asset"
"Lighting","SM_Veh_Attach_Lights_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Lights_02.fbx","PolygonApocalypse","Lighting prop","No","","Third-party imported asset"
"Lighting","SM_Veh_Attach_Lights_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Lights_03.fbx","PolygonApocalypse","Lighting prop","No","","Third-party imported asset"
"Lighting","SM_Veh_Attach_Lights_04","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Lights_04.fbx","PolygonApocalypse","Lighting prop","No","","Third-party imported asset"
"Lighting","SM_Veh_Attach_Lights_05","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Lights_05.fbx","PolygonApocalypse","Lighting prop","No","","Third-party imported asset"
"Lighting","SM_Veh_Attach_Lights_06","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Lights_06.fbx","PolygonApocalypse","Lighting prop","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Mirror_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Mirror_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Pipe_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Pipe_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Pipe_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Pipe_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_01","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_01.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_02","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_02.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_03","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_03.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_04","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_04.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_05","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_05.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_06","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_06.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_07","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_07.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_08","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_08.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_09","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_09.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_10","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_10.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_11","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_11.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
"Unknown","SM_Veh_Attach_Plating_12","Model / FBX","Assets/PolygonApocalypse/Models/SM_Veh_Attach_Plating_12.fbx","PolygonApocalypse","General art asset","No","","Third-party imported asset"
